,name,pypi_id,github_id,conda_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,category,projectrank_placing,github_release_downloads,trending,updated_github_id
10,casadi,casadi,casadi/casadi,conda-forge/casadi,https://github.com/casadi/casadi,http://web.casadi.org/,LGPL-3.0,2012-10-31 13:50:50,2026-04-22 06:46:19.668,,,,436.0,,,785.0,,2172.0,2025-09-10 07:51:06.000,3.7.2,46.0,CasADi is a symbolic framework for numeric optimization implementing automatic differentiation in forward and reverse..,179.0,,62.0,23,https://pypi.org/project/casadi,2025-09-10 07:51:06.000,179.0,796462.0,820306.0,https://anaconda.org/conda-forge/casadi,2026-04-22 06:46:19.668,1716832.0,True,casadi-devs,1,,,
11,DAQP,daqp,darnstrom/daqp,conda-forge/daqp,https://github.com/darnstrom/daqp,https://github.com/darnstrom/daqp,MIT,2021-09-06 07:46:36,2026-04-19 19:32:15.000,2026-04-19 19:32:15,306.0,40.0,19.0,4.0,123.0,9.0,22.0,106.0,2026-03-25 15:35:20.000,0.8.5,16.0,A dual active-set algorithm for convex quadratic programming.,157.0,125.0,11.0,23,https://pypi.org/project/daqp,2026-03-25 15:35:20.000,32.0,284134.0,288372.0,https://anaconda.org/conda-forge/daqp,2026-03-26 10:16:30.198,156334.0,True,solver,3,621.0,,
12,acados,,acados/acados,,https://github.com/acados/acados,https://docs.acados.org/,,2016-04-05 10:06:48,2026-05-01 13:04:22.000,2026-05-01 13:04:22,8648.0,45.0,322.0,22.0,1449.0,49.0,328.0,1330.0,2025-12-05 16:20:57.000,0.5.3,35.0,Fast and embedded solvers for nonlinear optimal control and nonlinear model predictive control.,,,104.0,22,,,,,1.0,,,,True,mpc,1,94.0,,
13,adam,adam-robotics,ami-iit/adam,conda-forge/adam-robotics-casadi,https://github.com/gbionics/adam,https://adam-docs.readthedocs.io/en/latest/,BSD-3-Clause,2021-05-25 07:55:26,2026-04-30 14:18:47.000,2026-03-31 08:57:58,919.0,47.0,29.0,12.0,113.0,8.0,39.0,217.0,2026-03-31 15:09:59.000,0.5.3,23.0,"adam implements a collection of algorithms for calculating rigid-body dynamics in Jax, CasADi, PyTorch, and Numpy.",8.0,8.0,14.0,22,https://pypi.org/project/adam-robotics,2025-12-04 15:47:30.000,,1991.0,2194.0,https://anaconda.org/conda-forge/adam-robotics-casadi,2026-04-01 10:47:26.724,3660.0,True,robotics,2,40.0,,gbionics/adam
14,Deltares RTC-Tools,rtc-tools,rtc-tools/rtc-tools,,https://github.com/rtc-tools/rtc-tools,https://github.com/rtc-tools/rtc-tools,LGPL-3.0,2024-09-04 06:39:27,2026-04-22 09:14:05.000,2026-04-22 09:14:05,1469.0,11.0,10.0,4.0,154.0,46.0,1582.0,19.0,2026-01-20 14:31:09.000,2.7.3,87.0,"RTC-Tools is an open-source Python framework for modeling, simulation, and optimization of dynamic systems. Its core..",34.0,23.0,22.0,22,https://pypi.org/project/rtc-tools,2026-01-20 14:20:04.000,11.0,1913.0,1913.0,,,,False,others,2,,,
15,Clarabel,,oxfordcontrol/Clarabel.rs,conda-forge/clarabel,https://github.com/oxfordcontrol/Clarabel.rs,https://clarabel.org/,Apache-2.0,2022-04-17 13:48:34,2026-04-13 08:08:29.000,2026-04-13 08:08:26,630.0,1.0,43.0,14.0,152.0,23.0,51.0,559.0,2025-06-11 16:41:15.000,0.11.1,18.0,Clarabel.rs: Interior-point solver for convex conic optimisation problems in Rust.,65.0,65.0,11.0,21,,,,,12025.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,372805.0,True,solver,3,,,
16,bioptim,,pyomeca/bioptim,conda-forge/bioptim,https://github.com/pyomeca/bioptim,https://github.com/pyomeca/bioptim,MIT,2020-03-31 13:46:21,2026-05-01 03:39:41.000,2026-04-10 15:29:45,8297.0,41.0,56.0,4.0,737.0,61.0,249.0,119.0,2025-11-25 13:12:32.000,Release_3.4.0,23.0,"An optimization framework that links CasADi, Ipopt, ACADOS and biorbd for Optimal Control Problem.",,,41.0,21,,,,,2840.0,https://anaconda.org/conda-forge/bioptim,2026-04-08 19:52:06.985,181796.0,True,robotics,2,13.0,-2.0,
17,mpc-reinforcement-learning,mpcrl,FilippoAiraldi/mpc-reinforcement-learning,,https://github.com/FilippoAiraldi/mpc-reinforcement-learning,https://mpc-reinforcement-learning.readthedocs.io/,MIT,2022-11-28 16:27:04,2026-04-27 17:39:52.000,2026-04-20 19:00:38,1080.0,37.0,66.0,7.0,32.0,,9.0,682.0,2025-10-17 07:19:27.000,1.4.1,64.0,Reinforcement Learning with Model Predictive Control.,16.0,13.0,5.0,19,https://pypi.org/project/mpcrl,2025-10-17 07:16:13.000,3.0,319.0,319.0,,,,True,machine-learning,1,,,
18,Pymoca,pymoca,pymoca/pymoca,,https://github.com/pymoca/pymoca,https://github.com/pymoca/pymoca,BSD-3-Clause,2014-06-09 22:42:19,2026-03-12 18:09:44.000,2026-03-10 14:59:38,1027.0,1.0,26.0,13.0,230.0,63.0,70.0,92.0,2026-03-12 18:09:48.000,0.11.2,61.0,A Modelica to computer algebra system translator written in python.,29.0,22.0,14.0,19,https://pypi.org/project/pymoca,2026-03-12 18:09:44.000,7.0,3221.0,3221.0,,,,True,others,2,95.0,,
19,l4casadi,l4casadi,Tim-Salzmann/l4casadi,,https://github.com/Tim-Salzmann/l4casadi,https://github.com/Tim-Salzmann/l4casadi,MIT,2023-06-19 14:55:52,2025-06-05 15:17:30.000,2025-06-05 15:17:30,110.0,,47.0,11.0,7.0,3.0,70.0,572.0,2024-10-13 10:14:04.000,2.0.0,7.0,Use PyTorch Models with CasADi for data-driven optimization or learning-based optimal control. Supports Acados.,11.0,11.0,4.0,17,https://pypi.org/project/l4casadi,2024-10-13 10:14:04.000,,195.0,195.0,,,,True,machine-learning,2,,3.0,
20,MadNLP,,MadNLP/MadNLP.jl,,https://github.com/MadNLP/MadNLP.jl,https://madnlp.github.io/,MIT,2020-09-16 23:07:35,2026-05-01 15:04:30.000,2026-04-21 00:23:48,649.0,27.0,24.0,12.0,467.0,35.0,107.0,244.0,2026-02-25 22:28:16.000,0.9.1,32.0,A solver for nonlinear programming with GPU support.,,,19.0,17,,,,,,,,,True,solver,3,,-1.0,
21,HPIPM,,giaf/hpipm,,https://github.com/giaf/hpipm,https://github.com/giaf/hpipm,,2017-05-12 08:20:10,2026-04-30 15:50:13.000,2026-04-30 15:50:02,1525.0,18.0,138.0,20.0,84.0,44.0,55.0,679.0,2020-08-13 11:22:57.000,0.1.3,4.0,High-performance interior-point-method QP and QCQP solvers.,,,28.0,16,,,,,,,,,True,solver,3,,,
22,omg-tools,omg-tools,meco-group/omg-tools,,https://github.com/meco-group/omg-tools,https://github.com/meco-group/omg-tools,LGPL-3.0,2016-03-21 10:48:33,2024-09-12 15:29:08.000,2024-07-03 12:02:01,1759.0,,94.0,29.0,4.0,27.0,65.0,594.0,2017-12-01 14:36:31.000,0.1.3,4.0,Optimal Motion Generation-tools: motion planning made easy.,2.0,2.0,10.0,16,https://pypi.org/project/omg-tools,2017-12-01 14:36:31.000,,44.0,44.0,,,,True,robotics,2,,,
23,Fatrop,,meco-group/fatrop,conda-forge/libfatrop,https://github.com/meco-group/fatrop,https://meco-group.github.io/fatrop/,LGPL-3.0,2023-07-19 12:05:33,2026-04-25 20:11:34.000,2026-04-10 10:01:57,201.0,14.0,28.0,18.0,14.0,23.0,13.0,271.0,,,2.0,"Fatrop is a nonlinear optimal control problem solver that aims to be fast, support a broad class of optimal control..",,,5.0,16,,,,,7643.0,https://anaconda.org/conda-forge/libfatrop,2025-04-22 14:59:10.489,160523.0,True,solver,3,,,
24,HILO-MPC,hilo-mpc,hilo-mpc/hilo-mpc,,https://github.com/hilo-mpc/hilo-mpc,https://github.com/hilo-mpc/hilo-mpc,LGPL-3.0,2022-03-30 13:20:17,2026-04-03 17:02:53.000,2026-04-03 17:02:53,358.0,9.0,36.0,5.0,29.0,20.0,17.0,199.0,2026-03-08 10:58:43.000,2.1.1,10.0,"HILO-MPC is a Python toolbox for easy, flexible and fast development of machine-learning-supported optimal control and..",3.0,3.0,9.0,16,https://pypi.org/project/hilo-mpc,2026-03-08 10:58:43.000,,58.0,58.0,,,,True,mpc,2,18.0,-1.0,
25,casadi-nlp,csnlp,FilippoAiraldi/casadi-nlp,,https://github.com/FilippoAiraldi/casadi-nlp,https://github.com/FilippoAiraldi/casadi-nlp,MIT,2022-11-02 20:10:28,2026-04-27 17:39:57.000,2026-04-14 13:24:08,971.0,16.0,2.0,5.0,26.0,,1.0,30.0,2025-10-16 20:32:59.000,1.6.8,78.0,Nonlinear Progamming with CasADi.,27.0,22.0,4.0,16,https://pypi.org/project/csnlp,2025-10-16 20:24:41.000,5.0,1387.0,1387.0,,,,False,mpc,2,,,
26,safe-control-gym,,utiasDSL/safe-control-gym,,https://github.com/learnsyslab/safe-control-gym,https://www.dynsyslab.org/safe-robot-learning/,MIT,2021-08-04 22:14:15,2026-04-29 14:25:54.000,2026-04-29 14:25:50,547.0,1.0,160.0,11.0,135.0,6.0,55.0,877.0,2024-10-21 14:55:01.000,1.0.0,4.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,20.0,15,,,,,,,,,True,machine-learning,2,,,learnsyslab/safe-control-gym
27,qpOASES,,coin-or/qpOASES,conda-forge/qpoases,https://github.com/coin-or/qpOASES,https://github.com/coin-or/qpOASES,LGPL-2.1,2020-02-19 04:13:16,2026-03-11 07:02:31.000,2026-03-11 07:02:30,198.0,2.0,148.0,14.0,16.0,81.0,59.0,534.0,,,2.0,Open-source C++ implementation of the recently proposed online active set strategy.,,,20.0,15,,,,,1681.0,https://anaconda.org/conda-forge/qpoases,2025-04-22 14:58:14.536,82381.0,True,solver,3,,,
28,liecasadi,liecasadi,ami-iit/liecasadi,conda-forge/liecasadi,https://github.com/gbionics/liecasadi,https://github.com/gbionics/liecasadi,BSD-3-Clause,2022-01-19 14:19:15,2025-07-15 08:29:02.000,2025-07-15 08:29:02,126.0,,8.0,18.0,14.0,,5.0,88.0,2025-03-11 15:55:17.000,0.0.7,7.0,"Rigid transform using Lie groups and Dual Quaternions, written in CasADi!.",11.0,11.0,4.0,15,https://pypi.org/project/liecasadi,2025-03-11 15:55:57.000,,2619.0,2825.0,https://anaconda.org/conda-forge/liecasadi,2025-04-22 14:58:43.547,7008.0,True,others,2,13.0,,gbionics/liecasadi
29,rockit,rockit-meco,meco-group/rockit,,https://github.com/meco-group/rockit,https://gitlab.kuleuven.be/meco-software/rockit,LGPL-3.0,2019-08-22 10:02:13,2026-01-27 08:39:08.000,2025-04-04 10:32:07,845.0,,11.0,14.0,2.0,6.0,3.0,57.0,2025-05-08 14:22:54.000,0.6.6,89.0,Rockit (Rapid Optimal Control kit) is a software framework to quickly prototype optimal control problems.,20.0,18.0,18.0,15,https://pypi.org/project/rockit-meco,2026-01-27 08:39:08.000,2.0,1638.0,1638.0,,,,True,casadi-devs,2,,,
30,openap-top,openap-top,junzis/openap-top,,https://github.com/junzis/opentop,https://github.com/junzis/opentop,LGPL-3.0,2022-04-04 09:27:21,2026-04-16 15:48:04.000,2026-04-16 15:47:55,235.0,141.0,11.0,5.0,9.0,1.0,7.0,41.0,2026-04-16 15:48:55.000,2.2.0,17.0,easy-peasy optimal flight trajectory.,,,5.0,15,https://pypi.org/project/openap-top,2026-03-18 16:45:43.000,,108.0,108.0,,,,False,others,2,,,junzis/opentop
31,OpTaS,pyoptas,cmower/optas,,https://github.com/cmower/optas,https://cmower.github.io/optas/,Apache-2.0,2022-04-28 17:48:06,2026-04-01 00:24:55.000,2026-04-01 00:24:54,1040.0,1.0,19.0,2.0,94.0,9.0,54.0,137.0,2023-08-04 09:53:01.000,1.0.7,7.0,OpTaS: An optimization-based task specification library for trajectory optimization and model predictive control.,5.0,5.0,6.0,14,https://pypi.org/project/pyoptas,2023-08-04 09:53:01.000,,592.0,592.0,,,,True,mpc,2,,4.0,
32,(Geometric) Fabrics,fabrics,tud-amr/fabrics,,https://github.com/tud-amr/fabrics,https://github.com/tud-amr/fabrics,GPL-3.0,2021-06-30 09:32:19,2025-02-01 00:57:30.000,2025-02-01 00:55:36,577.0,,13.0,7.0,101.0,16.0,28.0,94.0,2025-02-01 00:55:39.000,0.10.0,17.0,Optimization fabrics for behavior design.,18.0,16.0,7.0,14,https://pypi.org/project/fabrics,2025-02-01 00:57:23.000,2.0,89.0,89.0,,,,True,others,2,,,
33,pc-gym,pcgym,MaximilianB2/pc-gym,,https://github.com/MaximilianB2/pc-gym,https://maximilianb2.github.io/pc-gym/,MIT,2023-08-22 16:43:28,2026-04-14 15:58:09.000,2026-04-14 15:57:34,333.0,4.0,11.0,4.0,18.0,,12.0,78.0,2024-12-03 13:42:07.000,0.1.8,13.0,Reinforcement learning environments for process control applications.,5.0,5.0,7.0,14,https://pypi.org/project/pcgym,2024-12-03 13:42:07.000,,144.0,144.0,,,,True,machine-learning,3,,,
34,nosnoc,,nosnoc/nosnoc,,https://github.com/nosnoc/nosnoc,https://nosnoc.readthedocs.io/,BSD-2-Clause,2022-03-15 12:37:04,2026-04-24 11:01:06.000,2026-04-24 11:00:59,280.0,6.0,11.0,5.0,100.0,28.0,27.0,77.0,2025-12-04 08:04:37.000,0.9.0,10.0,nosnoc is an open-source MATLAB software package for NOnSmooth Numerical Optimal Control. The Python package nosnoc_py..,,,3.0,14,,,,,,,,,True,mpc,2,,,
35,MPOPT,mpopt,mpopt/mpopt,,https://github.com/mpopt/mpopt,https://mpopt.readthedocs.io/,LGPL-3.0,2020-06-18 18:10:34,2024-07-04 07:14:03.000,2024-07-04 07:11:37,226.0,,21.0,5.0,35.0,6.0,,68.0,2024-07-04 07:14:03.000,1.0.2,19.0,A pseudo-spectral collocation based multi-phase Optimal control problem solver.,3.0,3.0,6.0,14,https://pypi.org/project/mpopt,2024-07-04 07:14:03.000,,380.0,380.0,,,,True,mpc,2,,,
36,OpenAP,openap-top,junzis/openap-top,,https://github.com/junzis/opentop,https://github.com/junzis/opentop,LGPL-3.0,2022-04-04 09:27:21,2026-04-16 15:48:04.000,2026-04-16 15:47:55,235.0,141.0,11.0,5.0,9.0,1.0,7.0,41.0,2026-04-16 15:48:55.000,2.2.0,17.0,easy-peasy optimal flight trajectory.,,,5.0,14,https://pypi.org/project/openap-top,2026-03-18 16:45:43.000,,,,,,,False,robotics,2,,,junzis/opentop
37,pydecomp,pydecomp,jonarriza96/pydecomp,,https://github.com/jonarriza96/pydecomp,https://github.com/jonarriza96/pydecomp,MIT,2023-09-26 13:55:36,2026-04-26 01:08:59.000,2026-04-26 01:04:32,33.0,10.0,5.0,1.0,,,,33.0,2026-04-26 01:09:30.000,2.0.0,5.0,A Python based implementation for fast convex decomposition of obstacle-free spaces.,4.0,4.0,1.0,14,https://pypi.org/project/pydecomp,2026-04-26 01:08:59.000,,1079.0,1079.0,,,,False,others,2,,5.0,
38,matADi,matadi,adtzlr/matadi,,https://github.com/adtzlr/matadi,https://github.com/adtzlr/matadi,GPL-3.0,2021-09-20 18:53:28,2025-08-28 19:30:43.000,2025-08-28 19:29:32,487.0,,3.0,4.0,86.0,2.0,56.0,32.0,2025-08-28 19:30:43.000,0.4.0,56.0,Material Definition with Automatic Differentiation.,5.0,3.0,2.0,14,https://pypi.org/project/matadi,2025-08-28 19:30:43.000,2.0,2416.0,2416.0,,,,False,others,2,,,
39,SIPPY,sippy_unipi,CPCLAB-UNIPI/SIPPY,,https://github.com/CPCLAB-UNIPI/SIPPY,https://github.com/CPCLAB-UNIPI/SIPPY,LGPL-3.0,2018-04-04 13:55:24,2025-10-14 09:22:26.000,2025-10-14 09:22:23,127.0,,96.0,20.0,26.0,19.0,29.0,330.0,2025-09-02 09:31:24.000,1.0.1,3.0,Systems Identification Package for PYthon.,,,12.0,12,https://pypi.org/project/sippy_unipi,2025-09-02 09:31:24.000,,,,,,,True,others,3,,-2.0,
40,rbdl-orb,,ORB-HD/rbdl-orb,,https://github.com/ORB-HD/rbdl-orb,https://github.com/ORB-HD/rbdl-orb,,2019-03-26 10:51:42,2022-04-20 14:55:38.000,2022-04-20 14:55:38,1389.0,,48.0,4.0,47.0,15.0,,101.0,2021-09-30 12:53:24.000,3.1.3,2.0,RBDL - Rigid Body Dynamics Library - ORB Version - The two main differences to the original rbdl is that this version..,,,25.0,12,,,,,,,,,False,robotics,3,,,
41,jaxadi,jaxadi,based-robotics/jaxadi,,https://github.com/based-robotics/jaxadi,https://github.com/based-robotics/jaxadi,MIT,2024-09-02 14:04:27,2025-02-23 04:21:56.000,2025-02-08 08:01:39,37.0,,7.0,9.0,9.0,2.0,9.0,181.0,2025-02-08 08:14:07.000,0.4.0,4.0,Transforms your CasADi functions into batchable JAX-compatible functions. By combining the power of CasADi with the..,1.0,1.0,3.0,11,https://pypi.org/project/jaxadi,2025-02-08 08:02:39.000,,,,,,,True,machine-learning,3,,,
42,leap-c,,leap-c/leap-c,,https://github.com/leap-c/leap-c,https://leap-c.github.io/leap-c/,,2024-12-13 17:04:18,2026-04-23 19:25:36.000,2026-04-23 19:22:46,317.0,28.0,29.0,4.0,251.0,22.0,21.0,134.0,,,1.0,Learning Predictive Control: A framework for integrating optimal control solvers into deep learning pipelines.,,,10.0,11,,,,,,,,,True,machine-learning,3,,,
43,urdf2casadi,,mahaarbo/urdf2casadi,,https://github.com/mahaarbo/urdf2casadi,https://github.com/mahaarbo/urdf2casadi,MIT,2018-02-20 14:36:43,2024-08-16 06:17:27.000,2023-05-31 08:28:17,179.0,,32.0,9.0,19.0,8.0,12.0,120.0,,,,Python library for getting a casadi function for the forward kinematics of a URDF chain.,8.0,8.0,10.0,11,,,,,,,,,False,robotics,3,,,
44,car-racing,,HybridRobotics/car-racing,,https://github.com/HybridRobotics/car-racing,https://github.com/HybridRobotics/car-racing,MIT,2021-02-04 23:32:58,2024-04-19 23:15:30.000,2024-04-19 23:15:30,78.0,,37.0,7.0,5.0,2.0,4.0,186.0,,,,A toolkit for testing control and planning algorithm for car racing.,,,3.0,10,,,,,,,,,False,others,3,,,
45,Bonmin,,coin-or/Bonmin,,https://github.com/coin-or/Bonmin,https://coin-or.github.io/Bonmin/,EPL-1.0,2014-12-28 02:03:19,2024-09-29 13:20:04.000,2024-09-29 13:20:04,1245.0,,23.0,13.0,13.0,21.0,15.0,145.0,,,,Basic Open-source Nonlinear Mixed INteger programming.,,,11.0,10,,,,,,,,,True,solver,3,,,
46,CAMINO,caminopy,minlp-toolbox/CAMINO,,https://github.com/minlp-toolbox/CAMINO,https://github.com/minlp-toolbox/CAMINO,GPL-3.0,2024-03-27 17:52:08,2026-03-20 13:53:42.000,2026-03-20 13:23:33,492.0,4.0,1.0,2.0,19.0,8.0,2.0,34.0,2026-03-20 13:59:29.000,0.1.5,6.0,Python-CasADi-based package containing several algorithms for solving mixed-integer nonlinear programs (MINLPs).,1.0,1.0,5.0,10,https://pypi.org/project/caminopy,2026-03-20 13:47:39.000,,37.0,37.0,,,,False,others,3,6.0,,
47,CaΣoS,,iFR-ACSO/casos,,https://github.com/iFR-OFC/casos,https://github.com/iFR-ACSO/casos,GPL-3.0,2023-06-25 21:07:49,2026-04-25 18:45:55.000,2026-04-23 17:05:24,85.0,9.0,1.0,4.0,76.0,17.0,42.0,20.0,2025-12-15 16:48:54.000,1.0.0,2.0,CaoS is a nonlinear sum-of-squares optimization suite based on the symbolic framework of CasADi.,,,4.0,10,,,,,,,,,False,others,3,,,iFR-OFC/casos
48,Impact,impact-meco,meco-group/impact,,https://github.com/meco-group/impact,https://meco-software.pages.gitlab.kuleuven.be/impact/,LGPL-3.0,2023-09-25 07:56:34,2026-04-17 14:41:56.000,2026-04-17 14:39:29,218.0,1.0,1.0,6.0,,,,7.0,2025-12-11 14:05:55.000,0.6.0,23.0,"Impact: A Toolchain for Nonlinear Model Predictive Control Specification, Prototyping, and Deployment.",3.0,3.0,6.0,10,https://pypi.org/project/impact-meco,2026-01-29 13:38:47.000,,,,,,,True,casadi-devs,3,,,
49,spatial-casadi,spatial-casadi,cmower/spatial-casadi,,https://github.com/cmower/spatial-casadi,https://github.com/cmower/spatial-casadi,LGPL-3.0,2023-03-12 21:26:21,2024-10-24 10:52:58.000,2024-09-20 00:44:29,91.0,,2.0,2.0,2.0,2.0,1.0,20.0,2023-05-03 20:29:01.205,1.1.0,6.0,Spatial transformation library for CasADi Python.,14.0,14.0,,9,https://pypi.org/project/spatial-casadi,2023-05-03 20:29:01.205,,292.0,292.0,,,,False,others,3,,,
